sp,x,y,CV_TEMP,DRAINAGE_DENS,DS_AVGRIPTRECOV,DS_AVGSLOPE,DS_MINCOLDP_TEMP,MAXWARMP_TEMP,MEAN_MRVBF,NONATVEG,SLOPE_PERCENT,TOTLENGTH_UCA,TRECOV,UC_CV_PPT,UC_RIP_TRECOV,UC_ROAD_DENS,UC_SOLDEPTH,UC_TWI,UCWARMQT_PPT,US_MAXSLOPE,RIV
bg,18506,18506,1.61,0.6341,0.3495,0.2815,2.5132,26.004,0.0156,0.0326,53.9143,0.07,0.9601,25.4964,0.9999,0,0.9,8.7146,150.9529,53.9143,1
bg,18507,18507,1.66,0.2685,0.5053,0.1309,2.8824,27.7203,0.9082,0.3764,2.4139,0.0565,0.0399,24.8555,0,0.2375,0.9,9.8935,116.2224,2.4139,3
bg,18508,18508,1.778,1.4983,0.3795,0.2647,1.7421,27.7517,0.0245,0,11.1962,0.6563,1,30.0365,1,0.2875,0.9,7.9775,185.8639,19.0572,4
bg,18509,18509,1.74,2.0629,0.4748,0.744,1.8384,23.0599,0.0108,0,19.7456,0.557,1,35.6281,1,0,0.9,8.4141,228.3052,21.046,4
bg,18510,18510,1.5297,0.0415,0.7568,0.0537,3.0195,28.1419,5.3228,0.2853,0.2866,0.0975,0.46,36.3915,0.7091,1.8082,0.9,14.1797,99.1076,2.9853,2
bg,18511,18511,1.85,0.049,0.0237,0.0493,2.4325,30.7,8.8786,0.8498,0,0.0663,0.0716,14,0,1.723,1.2,19.2344,98.2876,76.3466,1
bg,18512,18512,1.7129,1.0547,0.3353,0.4045,1.4249,25.7653,0.0165,0,13.2998,0.1266,1,29.9267,1,0,1.2,7.8624,196.11,58.1563,4
bg,18513,18513,1.46,1.9878,0.4543,0.1851,2.3833,23.9714,0.4559,0,0.48,78.7274,1,31.6864,0.9963,0.6922,1.2,8.4173,241.927,57.843,1
bg,18514,18514,1.86,2.2217,0.1682,0.0902,1.9673,30.5,1.9906,0.5,0.0416,19.7426,0.5,28.1313,0.6701,0.4985,0.9,8.9675,172.0532,38.1874,4
bg,18515,18515,1.8394,2.1153,0.5729,0.21,2.4073,29.2807,0.3647,0,9.9306,1.3927,1,22.9429,1,2.1993,0.4,9.5117,129.2406,9.9306,1
bg,18516,18516,1.74,0.3496,0.5098,0.0313,2.9362,29.3843,2.2928,0.4993,0.4119,0.1866,0.0412,21,0,0,0.9744,12.3895,100.3208,0.7929,3
bg,18517,18517,1.77,7.9501,0,0.0421,2.8,30.4,7.835,0.1798,0.0421,0.7251,0,19,0,6.8619,1.2,14.1626,80,0.0421,3
bg,18518,18518,1.7179,1.1691,0.5156,0.032,2.9315,29.0745,0.7912,0,2.1648,1.1233,0.8177,22.1162,0.6211,1.5711,0.9,9.9898,102.46,2.4822,3
bg,18519,18519,1.67,1.7707,0.4022,0.1165,2.4774,28.3071,0.3853,0.8507,0.7082,72.4667,0.0462,26.8728,0.4261,0.9707,0.9,9.6823,128.273,28.6165,1
bg,18520,18520,1.63,2.4385,0,0.636,3.137,30.2951,6.1077,1,0.6285,0.6808,0,25,0,0,0.9079,11.9715,69,0.8538,2
bg,18521,18521,1.6618,1.3183,0.3611,0.453,1.2223,23.7819,0.0117,0,17.0836,0.4714,1,24.0011,1,1.6964,1.2,8.2905,203.3423,28.3245,4
bg,18522,18522,1.7162,0.4715,0.7904,0.0541,2.4975,29.3326,1.4707,0.9577,1.0004,0.0624,0.0362,23.7855,0.2727,1.4116,0.9,11.1284,115.9094,1.0283,1
bg,18523,18523,1.8355,0.4447,0.0572,0.254,0.0118,28.6152,0.4378,1,0.3505,12.9494,0,22.9365,0,0.2447,1.1932,13.378,176.9157,15.9467,4
bg,18524,18524,1.72,1.4146,0.7554,0.117,2.4884,29.327,0.9486,0.8525,4.7674,0.3514,0.041,28,0.2179,0.2762,0.9,10.2076,128.3671,4.7674,1
bg,18525,18525,1.7822,1.5821,0.7621,7.7321,0.0101,25.5228,0.2288,1,8.3011,1.0321,0,25.3501,0,0,1.2,8.9162,202.8541,42.7788,4
bg,18526,18526,1.5906,1.1979,0.5235,0.1622,2.84,26.6301,1.3519,0.8654,3.1204,1.484,0.0678,28.0003,0.1034,1.4845,0.8814,11.0314,119.5347,9.865,3
bg,18527,18527,1.8051,1.8659,0.281,0.2284,1.3725,27.2787,0.0435,0,11.975,0.4418,1,30.2584,1,0,1,8.528,182.7517,20.9222,4
bg,18528,18528,1.63,1.5204,0.3916,0.1929,2.4681,26.6486,0.1596,0.8692,10.6095,0.8295,0.0467,26.0931,0.1149,0,0.9,9.2316,145.9003,26.1204,1
bg,18529,18529,1.67,2.0417,0.3679,0.1274,2.6143,28.3214,0.3371,0.449,2.1138,2.6281,0.1683,24.6883,0.2104,1.1908,0.9,9.1329,138.8617,6.4712,1
bg,18530,18530,1.67,3.1456,0.3668,0.1237,2.5921,28.5811,1.4798,0.2045,2.017,0.5951,0.0152,22.2622,0.04,0.948,0.9,9.534,140.2727,6.3714,1
bg,18531,18531,1.92,1.9669,0.2271,0.1853,2.1798,30.8,4.7558,0,0,13390.5642,0,23.2186,0.6688,0.6801,1.0339,9.5143,192.2445,163.434,4
bg,18532,18532,1.7,2.3608,0.3542,0.07,2.4539,29.1,4.8658,0.2857,0.1672,178.5018,0.4881,21.8468,0.4137,2.1622,0.9,10.3733,111.5946,8.7997,1
bg,18533,18533,1.5822,1.5726,0.4405,0.3254,2.2889,19.408,0.007,0,28.6621,0.3321,1,30.8333,1,1.904,1.2,8.1529,239.3333,35.4813,1
bg,18534,18534,1.8356,1.7495,0.5747,0.2172,2.4044,28.9143,0.478,0,4.9618,1.6571,1,23.3399,1,0.0687,0.4,9.94,130.7327,5.9459,1
bg,18535,18535,1.9288,1.4293,0.2997,0.1346,2.2025,30.7154,1.6179,0.512,1.1281,1.0943,0.4545,22,0.4493,1.4172,0.9,10.9492,136.1149,3.186,4
bg,18536,18536,1.5529,1.781,0.3528,0.1155,2.5238,26.6105,1.313,0.8994,1.0037,57.9211,0.0729,21.2944,0.3355,1.4492,1.0043,10.7412,135.1876,10.0659,1
bg,18537,18537,1.74,5.2111,0.3441,0.2095,2.475,29.6136,4.8726,0.7013,1.057,0.321,0.0065,19,0.0098,0,0.8,11.9864,105,5.4998,1
bg,18538,18538,1.49,1.3547,0.41,0.0996,2.8936,25.7236,0.7727,0.2379,3.4229,0.337,0.762,23.5514,0.6528,9.4044,0.9,10.2103,122.508,10.5033,3
bg,18539,18539,1.81,8.2585,0.4648,0.0119,3.2816,31.4,8.987,0,3.00E-04,3.2175,0.1818,16.8542,0.0445,2.1958,1.4,19.5026,70,0.1849,3
bg,18540,18540,1.759,1.7593,0.4264,0.342,1.752,27.9311,0.0252,0,19.2043,1.6066,1,33.4017,1,2.5718,0.9,8.098,204.7757,44.6071,4
bg,18541,18541,1.6,1.7572,0.3846,0.2312,2.5272,25.4063,0.0409,0,13.7784,0.795,1,30.9363,1,0,1.2,7.9735,176.3625,38.0425,1
bg,18542,18542,1.7414,1.5838,0.2986,0.3258,1.2987,24.5116,0.0176,0,21.0224,0.6177,1,29.9313,1,0,1.2,8.1098,213.4667,22.2902,4
bg,18543,18543,1.92,4.1169,0.3542,1.00E-04,2.2914,31.2,5.7669,0.3846,0,2.1161,0.5858,21,0.5825,0,0.9,12.3761,123.7362,1.8186,4
bg,18544,18544,1.86,2.21,0.2167,0.1086,1.4926,29.7237,2.6688,0.9863,1.283,5.1768,0.0136,23.8434,0.1013,0.2544,0.9,10.2889,168.0792,44.3816,4
bg,18545,18545,1.93,1.7093,0.473,0.0507,2.3934,30.7697,2.1598,1,0.881,9.7672,0,20.1873,0,1.7138,0.8,10.8713,125.6092,3.349,1
bg,18546,18546,1.65,0.2405,0.7209,0.0869,2.9673,29.1051,3.9029,0.6074,0.0888,0.3584,0.1844,25.2399,0.0208,0.7837,0.9,12.5962,90.464,32.6415,2
bg,18547,18547,1.676,2.4384,0.4318,0.4177,1.1129,22.9706,0,0,38.5573,0.3853,1,21.3316,1,0,1.2,8.1642,220.638,53.957,4
bg,18548,18548,1.4584,0.4104,0.0308,0.0842,3.3808,28.1696,2.9956,0.7498,0.2526,5.3789,0.2167,34,0.061,1.3472,0.9,13.1814,81.0724,0.701,2
bg,18549,18549,1.6066,1.2168,0.5032,0.1236,2.8711,26.6255,1.5174,0.9992,2.0048,0.5943,8.00E-04,26.9631,0,0,1.1,11.0227,121.4717,3.6559,3
bg,18550,18550,1.4969,1.0218,0.4773,0.1232,2.8352,24.4662,0.6035,0.016,2.0926,2.1491,0.984,32.5919,1,3.3977,1.123,9.9201,151.8098,4.0363,3
bg,18551,18551,1.93,2.3053,0.3206,0.186,2.1608,30.5012,2.9943,0.6185,1.141,16.9623,0.3815,22.5885,0.1844,2.5137,0.9416,10.0311,138.6663,9.2576,4
bg,18552,18552,1.8248,2.2914,0.2502,0.3207,1.4701,27.4144,0.454,0,2.176,34.1164,1,23.695,0.9837,0.8466,1.2,9.4691,195.5189,35.0532,4
bg,18553,18553,1.75,0.2227,0.8375,0.0273,2.453,29.9013,6.9416,0.9684,0.1912,6.45,0.0078,20.3198,0.0468,1.2132,1.1032,14.6361,103.5918,28.939,1
bg,18554,18554,1.74,1.3607,0.8145,0.0271,2.4781,29.8239,6.9083,0.7652,0,557.5993,0.1559,22.1951,0.3431,1.1621,0.9317,12.9367,113.3697,28.939,1
bg,18555,18555,1.7737,1.462,0.6149,1.0135,1.8535,26.6258,0.0472,0,13.5173,0.1749,1,30.2241,1,1.0897,0.9,8.5121,170.6221,13.5173,4
bg,18556,18556,1.62,2.0624,0.5849,0.1644,2.3306,24.9069,0.1235,0,5.4885,33.0728,1,32.0378,1,1.0719,1.2,8.2975,227.4723,58.2479,1
bg,18557,18557,1.8184,2.1588,0.2408,0.177,1.5032,27.579,0.018,0.4943,20.3424,0.8281,0.3597,28.9979,0.2341,0,0.9,8.816,180.1564,20.3424,4
bg,18558,18558,1.7763,2.0125,0.4824,0.2802,1.8974,29.4327,0.368,0.8671,3.5562,26.6741,0.1141,34.7281,0.8117,0.5411,0.9,8.568,201.0935,33.2281,4
bg,18559,18559,1.6829,2.141,0.5468,0.0899,2.4235,28.6781,0.2443,0.1105,2.2166,12.4564,0.8796,34.671,0.9966,0.569,1.1788,8.3986,189.0765,30.2705,1
bg,18560,18560,1.59,2.2438,0.4479,0.466,0.9485,22.4798,0.7748,0,3.4484,1.4486,0.9903,16.0892,1,1.3063,1.2,9.3466,200.2125,12.367,4
bg,18561,18561,1.7812,2.1233,0.5853,0.5118,1.7297,29.2298,0.9284,0.1379,2.9682,0.7763,0.2845,30.3479,0.1333,3.6421,0.9,10.8597,166.5996,8.171,4
bg,18562,18562,1.67,2.2061,0.5653,0.501,1.4335,23.0743,0.2229,0,5.0245,3.1159,1,29.4206,1,2.8446,1.2,8.557,235.5894,16.5271,4
bg,18563,18563,1.5885,1.2337,0.3846,0.1923,2.5947,25.6492,0,0,27.291,0.1466,1,32.9226,1,0,1.2,8.2102,173.734,27.291,1
bg,18564,18564,1.672,0.9786,0.721,0.4943,1.988,27.3434,0.0321,0,13.273,0.11,1,34.9537,1,0,1.0858,8.0983,191.8292,13.7021,4
bg,18565,18565,1.6875,2.0089,0.7637,0.8439,1.4865,26.4111,0.1426,0,3.0954,22.9068,1,35.2875,1,0.9259,1.1996,8.2755,234.8959,55.242,4
bg,18566,18566,1.4822,2.1733,0.4237,0.1892,2.6351,23.8338,1.107,0,2.0558,1.7056,1,24.4001,1,1.8256,1.2,9.6773,242.7467,6.3537,1
bg,18567,18567,1.6597,0.8646,0.6414,1.1079,1.3549,18.1997,0.0055,0,41.6177,0.1224,1,33.9068,1,0,1.2,8.3227,298.4633,50.8796,4
bg,18568,18568,1.6,6.6952,0.7167,0.0614,3.0161,28.5,3.2486,0.4598,1.6871,0.233,0.4943,27,0.7755,0,1.1,10.8913,88,56.3978,2
bg,18569,18569,1.57,1.2791,0.751,0.0615,3.0181,28.2753,1.6555,0.1762,1.1639,1.2837,0.2394,29,0.2579,1.1208,0.9,11.0404,91.5592,2.9588,2
bg,18570,18570,1.7831,2.3001,0.5956,0.4187,1.7553,29.7,3.8025,0.2549,0.6121,69.3574,0.2026,32.6524,0.7238,0.4526,0.9,9.123,184.4628,48.8215,4
bg,18571,18571,1.7,1.6758,0.7519,0.0636,3.0083,29.4906,4.4397,0.8752,0.5967,4.5394,0.0078,23.9919,0.0237,0.0671,0.9,11.8232,90.1618,2.6166,2
bg,18572,18572,1.51,1.5307,0.4582,0.2754,2.3683,21.8993,0.0682,0,11.2951,2.5184,1,34.6013,1,1.6362,1.2,9.2702,241.1067,28.1319,1
bg,18573,18573,1.87,1.6472,0.4061,0,1.0914,30.4978,3.1583,0.6222,0,3.95,0.2444,19.6505,0.5631,1.2112,0.9,13.5135,160.1508,14.3591,4
bg,18574,18574,1.6989,2.0615,0.7177,0.4479,1.696,28.4343,0.127,0,5.1898,22.2505,1,34.7271,0.9928,0.2682,1.193,8.3439,244.0498,51.353,4
bg,18575,18575,1.79,2.5274,0.4705,0.2306,1.8997,30,3.6324,0.6,0.2406,6.6673,0,32.4149,0.5982,0.4728,0.9565,8.9204,188.6832,56.2972,4
bg,18576,18576,1.63,1.9518,0.4111,0.2526,1.0461,25.5246,0.2044,0.0033,0.5141,736.4536,0.9285,29.209,0.97,0.3753,1.2,8.9691,251.9761,68.908,4
bg,18577,18577,1.6686,1.4393,0.4582,0.4263,0.9421,17.7875,0.1461,0,10.2884,2.4779,0.955,33.8936,0.9304,2.2525,1.2,9.7053,324.8657,30.4584,4
bg,18578,18578,1.7154,2.1371,0.5427,0.0624,2.4225,29.6986,3.8107,0.3716,0.6787,1273.6236,0.6194,33.066,0.9348,0.8352,1.199,8.8409,197.8873,76.3466,1
bg,18579,18579,1.66,1.2882,0.5092,0.1214,2.8778,27.6508,0.7865,0.0372,4.0929,0.4431,0.85,25.1628,0.4134,1.0904,0.9,9.8634,118.043,4.0929,3
bg,18580,18580,1.67,1.4789,0.5018,0.1183,2.9004,28.0802,0.6556,0.185,1.6326,2.8501,0.0484,24.4309,0.0539,0.429,0.9105,10.7992,110.8391,2.9919,3
bg,18581,18581,1.76,0.4677,0.0228,0.2075,2.5332,29.9,1.6215,0.7487,0,0.0707,0.0026,17,0,3.3125,1,14.8367,103,0,1
bg,18582,18582,1.8778,1.0593,0.2186,0.1422,1.4763,29.4192,0.7756,0.7127,1.8901,0.1873,0.2647,19.0905,0.6667,0.6156,1.0195,10.3002,168.1629,41.6189,4
bg,18583,18583,1.8,3.8501,0,0.2121,2.4,30.3257,7.5792,1,0.2121,0.5575,0,17,0,5.1501,1.2,13.1088,88,0.2121,3
bg,18584,18584,1.57,2.2295,0.3566,0.1504,2.5162,26,1.8919,0,3.9118,2.0199,1,24.4389,0.9047,0,0.9064,8.3311,139.0344,20.3137,1
bg,18585,18585,1.8542,1.4197,0.7394,2.00E-04,2.4,31.1,8.99,0.4712,2.00E-04,177.4715,0.3213,16.2252,0.7108,1.1934,1.1402,13.8271,106.6523,76.3466,1
bg,18586,18586,1.5943,1.6333,0.4141,0.2302,2.4349,22.2331,0.005,0,31.3445,0.1914,1,32.9863,1,0,1.2,7.8229,212.9898,34.0639,1
bg,18587,18587,1.697,2.4994,0.5458,0.0719,2.4218,29.2167,0.954,0.6908,2.6467,0.4979,0.3092,35,0.3261,2.3347,0.9,10.4883,172.5462,35.7381,1
bg,18588,18588,1.56,22.3917,0.3753,0.0828,2.6033,28.2,2.6479,1,2.3,0.0985,0,20,0,0,0.9,10.6684,134.6364,54.8854,1
bg,18589,18589,1.6718,1.9258,0.3389,0.274,1.2643,26.1795,0.1001,0,10.2233,0.5831,1,25.8705,1,0.9397,1.2,8.7541,180.8375,11.5544,4
bg,18590,18590,1.8995,1.5326,0.1052,0.5134,1.9462,29.1304,0.1262,0.9624,9.5858,0.1956,0.0376,23.0878,0,0,0.9,8.6686,150.8715,9.5858,4
bg,18591,18591,1.7221,2.0642,0.6217,0.2353,2.4515,27.1046,0.2994,0,13.9107,0.6308,1,28.9987,1,1.8579,1.4,9.6006,164.4712,22.0122,1
bg,18592,18592,1.8975,2.3391,0.1582,0.3706,2.0407,29.9574,0.5815,0.8121,5.9431,0.4631,0.0849,24,0.0783,0,0.9,9.7449,152.7859,26.5036,4
bg,18593,18593,1.8534,2.2861,0.1559,0.2208,1.6049,28.7361,0.1853,0.0696,8.0698,1.3781,0.9304,25.0644,0.9556,0,0.9,9.094,159.428,15.5103,4
bg,18594,18594,1.84,0.7917,0.865,0,2.4936,31,8.9907,0.0118,0,0.1343,0.8821,14,1,2.7445,1.2,17.1905,87,2.06,1
bg,18595,18595,1.4713,1.4671,0.7534,0.0806,3.0501,26.3178,0.8591,0,2.767,4.7252,1,30.6606,1,0.3424,0.8,9.3384,134.5985,61.2063,2
bg,18596,18596,1.76,2.2395,0.8145,0.0462,2.466,29.9169,1.4615,0.4867,1.6127,0.8725,0.3716,23,0.2416,1.3119,1,11.5718,110.0595,46.9182,1
bg,18597,18597,1.87,2.057,0.2087,0.0996,1.5227,29.9476,1.2824,0.6132,0.1884,1292.6818,0.2736,27.1984,0.8187,0.7303,1.0968,8.9595,207.4859,76.4389,4
bg,18598,18598,1.7,2.0368,0.7226,0.5064,1.979,28.6014,0.1553,0,5.8419,2.6732,1,34.9482,1,7.1203,0.9,8.514,186.4746,15.2814,4
bg,18599,18599,1.51,2.6083,0.4277,0.2356,2.4036,23.2102,0.0045,0,27.1059,0.8701,1,33,1,0,1.2,7.7769,222.2182,31.1162,1
bg,18600,18600,1.6537,1.6578,0.3974,0.5932,1.1116,18.5591,0.2828,0,2.8237,3.4587,0.851,26,0.9568,1.2338,1.2,9.2129,323.3309,19.7568,4
bg,18601,18601,1.7586,1.7339,0.6221,0.3305,2.0831,30.0636,0.2927,0.8772,3.8248,0.5195,0.1228,29.3605,0.1356,0,0.9,8.8133,156.2577,11.4865,4
bg,18602,18602,1.5997,1.4286,0.3986,0.1148,2.6227,27.5736,0.0775,0.5891,12.3551,0.2949,0.0136,30.657,0,1.7796,1.0942,8.2987,151.1027,12.3551,1
bg,18603,18603,1.67,1.7947,0.3474,0.0904,2.4472,28.5461,0.8916,0,2.0688,0.2556,1,22.1826,1,0,0.9,9.9896,113.3652,3.7343,1
bg,18604,18604,1.4834,0.7322,0.4047,0.1077,2.6775,26.4615,0.7974,0.8639,0,0.099,0.1362,18.0148,0,2.5342,0.9,11.5979,172.1331,24.1479,1
bg,18605,18605,1.8078,1.8481,0.4817,1.1276,2.0057,27.2838,0.0529,0,25.678,0.9011,1,29.347,1,1.808,0.9,8.3627,164.3175,25.678,4
bg,18606,18606,1.8374,2.5882,0.6022,0.0714,2.4675,29.9628,0.552,0.4222,5.3242,1.1647,0.4675,21.5227,0.1536,0,0.5424,10.0141,123.5022,5.3242,1
bg,18607,18607,1.5927,3.7296,0.39,0.2024,2.6047,25.9662,0.0932,0,23.81,0.7101,1,27.4559,1,1.1662,0.9,8.5489,165.6954,23.81,1
bg,18608,18608,1.76,1.4166,0.5117,0.0218,2.9571,29.7066,5.5237,0.8478,0.1514,223.4559,0.1326,20.6719,0.207,1.3823,1.0393,11.6453,103.5131,5.5783,3
bg,18609,18609,1.63,2.1899,0.3611,0.1509,2.534,27.425,1.8553,0.8077,1.1764,5.1359,0.1731,25.6444,0.0152,1.2212,0.9,9.9817,155.43,7.089,1
bg,18610,18610,1.57,1.7814,0.351,0.1165,2.5223,27.012,1.6041,0.1767,3.4284,0.3549,0.4378,21,0.4308,0,1.1,11.5775,127.1586,4.2303,1
bg,18611,18611,1.43,1.809,0.4548,0.1875,2.6362,23.7555,0.1148,0,10.6326,1.8141,1,26.5923,1,0.8094,1.2,8.9397,250.8424,30.4466,1
bg,18612,18612,1.7895,2.2272,0.3678,2.7228,1.3203,28.7766,0.7113,0.2072,5.5467,3.6089,0.7928,31.9316,0.8309,1.3498,0.9,8.532,191.1962,27.5804,4
bg,18613,18613,1.8205,2.3939,0.3066,0.288,1.8558,29.2904,0.2814,0,4.087,4.8806,1,28.34,0.8093,0,0.9,8.6642,177.8472,25.8245,4
bg,18614,18614,1.5846,0.7017,0.4216,0.0564,2.9387,27.846,2.3181,0.9005,1.1245,0.4373,0.029,24,0,0.6026,1.2,12.1712,105.7343,1.6395,3
bg,18615,18615,1.6968,1.9846,0.3389,0.2803,1.2939,26.1636,0.0639,0,5.3628,8.6933,1,24.7437,1,0.323,1.1969,8.0193,197.4627,32.291,4
bg,18616,18616,1.704,2.1801,0.7011,0.3482,1.7203,28.72,0.1139,0.0089,6.8034,19.8112,0.9912,35.1979,1,0,1.144,8.1951,218.2737,73.2554,4
bg,18617,18617,1.7,1.3312,0.6611,0.144,2.8678,28.7477,1.1133,0,1.553,0.8397,1,25.6576,1,1.9524,0.9,10.2933,98.3786,1.8451,2
bg,18618,18618,1.6824,1.9181,0.5457,0.1775,2.3765,26.0112,0.0915,0,13.5747,1.661,1,32.1506,1,0.7572,1.4,8.8898,190.6273,40.4061,1
bg,18619,18619,1.74,5.7171,0.0042,1.0821,3.4575,31.1394,2.3545,1,2.1643,0.8599,0,20,0,0,0.6,12.6008,65.3165,2.1643,2
bg,18620,18620,1.46,1.9412,0.7521,0.0785,3.0494,26.6089,0.644,0,3.2367,3.4281,1,29.468,1,0.5297,0.8,9.156,121.5674,11.1026,2
bg,18621,18621,1.8004,1.5579,0.24,0.327,1.645,28.2561,0.1602,0.2727,0.9146,0.5939,0.6952,28.8447,0.1008,0.6424,0.9,8.8947,179.0304,50.6079,4
bg,18622,18622,1.6552,0.4283,0.7643,0.6908,1.9448,25.646,0.002,0,15.7166,0.0783,1,34,1,0,1.2,8.1994,199.9803,25.3801,4
bg,18623,18623,1.8579,1.1485,0.1594,0.248,1.7659,28.9844,0,0,22.189,0.1383,1,25.9302,1,0,0.9,8.0796,158.9169,22.189,4
bg,18624,18624,1.59,1.4123,0.3981,0.0767,3.1099,28.6602,2.4223,0.9822,0.6765,2.8031,0.0112,27.1852,0.0379,1.3987,0.9,12.0105,85.4293,1.221,2
bg,18625,18625,1.7896,1.959,0.3075,0.238,1.3171,27.0043,0.0463,0,13.2103,2.7159,1,17.8341,1,0,1.2,8.5334,191.8973,67.8364,4
bg,18626,18626,1.6813,1.5575,0.7072,0.3484,2.4798,27.1908,0.4207,0.4671,8.3529,0.3121,0.5249,28.976,0.9494,2.1715,0.9,9.8894,133.1517,13.9106,1
bg,18627,18627,1.73,1.6469,0.5192,0.2275,2.4651,29.2758,3.0561,0.4884,0.295,98.8388,0.17,22.0446,0.4553,1.5817,0.9575,10.6058,110.319,6.5268,3
bg,18628,18628,1.79,5.1972,0,0.0072,2.4,30.4,7.5186,1,0.0072,0.5301,0,19,0,5.5975,1.2,14.2455,84,0.0072,3
bg,18629,18629,1.56,1.7573,0.3946,0.1666,2.4894,26.1839,0.0877,0,4.0223,7.3274,1,33.4657,1,0.2493,1.2,8.0561,191.7403,40,1
bg,18630,18630,1.57,1.2146,0.7726,0.0451,3.0611,29.1,5.6363,0.7357,0.0266,267.881,0.2536,34.3704,0.7294,1.2095,1.0195,11.805,100.0092,49.8878,2
bg,18631,18631,1.57,1.8388,0.6615,0.2495,2.8951,25.4997,0.0461,0,18.2249,0.5487,1,30.8566,1,2.8704,0.9,8.4668,129.8834,18.2249,2
bg,18632,18632,1.69,1.2974,0.4216,0.0427,3.0212,29.3689,2.0115,0.32,0.4447,1.9871,0.5555,23.7456,0.3326,3.1449,0.9,10.9353,93.1998,17.0743,3
bg,18633,18633,1.71,0.8885,0.768,0.0992,2.5035,29.0844,1.0857,0.6429,3.2763,0.1095,0.078,26,0.36,1.019,0.9,10.6617,123.0779,23.5966,1
bg,18634,18634,1.71,1.0539,0.458,0.6619,1.6662,23.641,0.0064,0,27.6802,0.2066,1,36.151,1,0,1.2,8.3403,232.8959,27.6802,4
bg,18635,18635,1.4895,0.3016,0.7515,0.2009,3.0092,24.671,0.0025,0,28.6572,0.09,1,32,1,0,0.8,8.3306,140.4343,28.6572,2
bg,18636,18636,1.77,1.9321,0.3386,0.2401,1.4968,28.1,2.3223,1,0.9906,265.9091,0,29.1185,0.9965,0.4479,1.2,8.347,212.8422,44.457,4
bg,18637,18637,1.9,2.1213,0.0744,0.1004,1.9014,30.5158,3.1175,1,2.8029,3.2762,0,24.8335,0.7479,0.0098,0.9,9.3869,154.9163,40.3337,4
bg,18638,18638,1.53,1.0734,0.7017,0.0732,3.024,27.2829,0.8843,0.0883,2.1548,0.2383,0.0108,26.8036,0,1.4574,0.9,10.0975,102.9514,2.1548,2
bg,18639,18639,1.8779,1.1725,0.463,0.0047,2.5,31,8.9588,0.6441,0.0047,0.7907,0.1357,13,0.463,2.7083,1.2,14.0966,99.583,0.0047,1
bg,18640,18640,1.59,0.6026,0.3593,0.0882,2.5115,27.8888,0.5092,0.1429,3.3002,0.0624,0.2201,20.0965,0.7333,0,0.9,9.5016,126.3861,4.7996,1
bg,18641,18641,1.56,1.1565,0.3833,0.1838,2.5404,25.3203,0.021,0,12.5892,0.2466,1,33.6998,1,2.262,1.2,8.1036,184.2814,25.8468,1
bg,18642,18642,1.79,0.3629,0,0.0753,2.4,30.3586,6.7394,0.7717,0.0753,1.0021,0.0016,19,0,1.7165,1.2,15.8661,85.9689,0.0753,3
bg,18643,18643,1.54,1.6051,0.3558,0.1466,2.5217,25.6129,0.1926,0.0431,3.6645,0.2831,0.6304,22.9683,0.7778,0,0.9,8.8424,140.4649,3.6645,1
bg,18644,18644,1.61,1.4332,0.4213,0.0586,2.9386,28.3507,0.9252,0.139,3.431,0.6558,0.4292,22.9519,0.0216,0.5442,1.2,10.1416,102.8619,3.431,3
bg,18645,18645,1.75,6.6272,0.0266,0.0796,2.8,30.3,6.7452,0.8173,0.0796,2.6986,0.0353,20,0.0266,0.4675,1.2,13.5006,80.276,0.0796,3
bg,18646,18646,1.79,1.1058,0.0843,0.0083,3.212,31.117,7.2416,0.9634,0.0037,4205.8242,0,22.1284,0.3776,1.6368,1.0542,12.9395,93.6637,257.0625,3
bg,18647,18647,1.6489,1.1818,0.3427,0.3115,1.0552,24.3538,0.5611,0.0873,3.1928,0.13,0.8873,16.3055,0.8114,0,0.9,9.8211,182.1455,4.7084,4
bg,18648,18648,1.7884,1.1266,0.26,0.5421,1.6414,26.8838,0.0219,0,16.1323,0.1866,1,31.1836,1,0,1,7.9306,188.8068,16.8915,4
bg,18649,18649,1.69,1.6084,0.4107,0.0446,3.0211,29.4295,1.8621,0.8245,1.102,0.7733,0.109,21,0.081,2.0952,0.9,11.4117,93.1273,1.3657,3
bg,18650,18650,1.49,1.1325,0.4156,0.1299,2.8851,25.1161,0.4023,0.5068,8.2079,0.2673,0.4864,25.7339,0.9661,1.9966,0.9769,9.7061,125.622,8.2079,3
bg,18651,18651,1.5873,1.9717,0.364,0.1204,2.5726,27.714,1.5481,0.047,0.3592,2220.4048,0.4659,32.143,0.9818,0.8435,1.2,8.2015,206.9316,71.2454,1
bg,18652,18652,1.7,1.1195,0.4157,0.0351,3.0321,29.9,5.9444,0.8455,0.2166,34.6094,0.1285,21.7906,0.196,1.0697,0.8647,11.8368,90.3429,3.637,3
bg,18653,18653,1.54,1.1953,0.6855,0.1441,2.9064,26.9274,0.6295,0.4685,2.7422,0.3266,0.1683,28,0.4028,1.7519,0.9,9.6327,109.9839,5.7449,2
bg,18654,18654,1.88,1.7345,0.1492,0.0829,1.712,30.472,1.1186,0.6,0,472.2391,0.08,24.5488,0.2224,0.5367,0.9085,10.0802,159.6048,31.6561,4
bg,18655,18655,1.6374,1.9829,0.8501,1.205,1.3324,20.0285,0,0,33.4016,0.606,1,31.6034,1,1.749,1.2,7.976,256.2997,33.4016,4
